locusId	sysName	desc	comb	setATCH264 M9
HER17_RS05645	HER17_RS05645	vitamin B12 ABC transporter substrate-binding protein BtuF	HER17_RS05645 vitamin B12 ABC transporter substrate-binding protein BtuF	-0.169437877994297
HER17_RS05655	HER17_RS05655	dGTPase	HER17_RS05655 dGTPase	-0.0208077322101856
HER17_RS05660	HER17_RS05660	serine endoprotease DegP	HER17_RS05660 serine endoprotease DegP	0.370423028099206
HER17_RS05665	HER17_RS05665	CdaR family transcriptional regulator	HER17_RS05665 CdaR family transcriptional regulator	0.32127960402227
HER17_RS05670	HER17_RS05670	sulfate ABC transporter substrate-binding protein	HER17_RS05670 sulfate ABC transporter substrate-binding protein	0.0860468669858997
HER17_RS05675	HER17_RS05675	sulfate ABC transporter permease subunit CysT	HER17_RS05675 sulfate ABC transporter permease subunit CysT	-0.0415201746179577
HER17_RS05680	HER17_RS05680	sulfate ABC transporter permease subunit CysW	HER17_RS05680 sulfate ABC transporter permease subunit CysW	-0.15235455184187
HER17_RS05685	HER17_RS05685	sulfate ABC transporter ATP-binding protein	HER17_RS05685 sulfate ABC transporter ATP-binding protein	-0.229303621848674
HER17_RS05690	HER17_RS05690	DoxX family protein	HER17_RS05690 DoxX family protein	-0.139289312701669
HER17_RS05695	HER17_RS05695	TetR/AcrR family transcriptional regulator	HER17_RS05695 TetR/AcrR family transcriptional regulator	-0.296320581610262
HER17_RS05700	HER17_RS05700	aldo/keto reductase	HER17_RS05700 aldo/keto reductase	0.0944584177167864
HER17_RS05705	HER17_RS05705	NADH:flavin oxidoreductase	HER17_RS05705 NADH:flavin oxidoreductase	0.150174715425676
HER17_RS05740	HER17_RS05740	alpha/beta hydrolase	HER17_RS05740 alpha/beta hydrolase	0.129082664202337
HER17_RS05755	HER17_RS05755	uracil-DNA glycosylase	HER17_RS05755 uracil-DNA glycosylase	0.605676496888074
HER17_RS05760	HER17_RS05760	autonomous glycyl radical cofactor GrcA	HER17_RS05760 autonomous glycyl radical cofactor GrcA	-0.138504797513738
HER17_RS05765	HER17_RS05765	ATP-dependent RNA helicase SrmB	HER17_RS05765 ATP-dependent RNA helicase SrmB	0.0699836909743892
HER17_RS05770	HER17_RS05770	tRNA1(Val) (adenine(37)-N6)-methyltransferase	HER17_RS05770 tRNA1(Val) (adenine(37)-N6)-methyltransferase	0.205884389117762
HER17_RS05775	HER17_RS05775	L-aspartate oxidase	HER17_RS05775 L-aspartate oxidase	-0.444947983638691
HER17_RS05780	HER17_RS05780	RNA polymerase sigma factor RpoE	HER17_RS05780 RNA polymerase sigma factor RpoE	-0.358353111179054
HER17_RS05790	HER17_RS05790	sigma-E factor regulatory protein RseB	HER17_RS05790 sigma-E factor regulatory protein RseB	-0.289979595498075
HER17_RS05795	HER17_RS05795	SoxR-reducing system protein RseC	HER17_RS05795 SoxR-reducing system protein RseC	-0.154855549564733
HER17_RS05800	HER17_RS05800	hypothetical protein	HER17_RS05800 hypothetical protein	0.701282907832037
HER17_RS05805	HER17_RS05805	elongation factor 4	HER17_RS05805 elongation factor 4	-0.322208543286146
HER17_RS05825	HER17_RS05825	DNA repair protein RecO	HER17_RS05825 DNA repair protein RecO	0.158265160553564
HER17_RS05830	HER17_RS05830	pyridoxine 5'-phosphate synthase	HER17_RS05830 pyridoxine 5'-phosphate synthase	0.232961643153352
HER17_RS05840	HER17_RS05840	YfhL family 4Fe-4S dicluster ferredoxin	HER17_RS05840 YfhL family 4Fe-4S dicluster ferredoxin	0.391005455407395
HER17_RS05845	HER17_RS05845	cyclic-guanylate-specific phosphodiesterase	HER17_RS05845 cyclic-guanylate-specific phosphodiesterase	-0.199192694488212
HER17_RS05850	HER17_RS05850	sensor domain-containing diguanylate cyclase	HER17_RS05850 sensor domain-containing diguanylate cyclase	0.192499416180767
HER17_RS05855	HER17_RS05855	HlyD family type I secretion periplasmic adaptor subunit	HER17_RS05855 HlyD family type I secretion periplasmic adaptor subunit	-0.00037780206768212
HER17_RS05860	HER17_RS05860	type I secretion system permease/ATPase	HER17_RS05860 type I secretion system permease/ATPase	-0.0481648795190739
HER17_RS05865	HER17_RS05865	TolC family outer membrane protein	HER17_RS05865 TolC family outer membrane protein	0.126366794535153
HER17_RS05870	HER17_RS05870	Ig-like domain-containing protein	HER17_RS05870 Ig-like domain-containing protein	0.0500315176660877
HER17_RS05875	HER17_RS05875	hypothetical protein	HER17_RS05875 hypothetical protein	-0.0240091346094349
HER17_RS05880	HER17_RS05880	EAL domain-containing protein	HER17_RS05880 EAL domain-containing protein	0.109242587020958
HER17_RS05885	HER17_RS05885	transglutaminase-like cysteine peptidase	HER17_RS05885 transglutaminase-like cysteine peptidase	0.15364551996272
HER17_RS05890	HER17_RS05890	N-acetylmuramic acid 6-phosphate etherase	HER17_RS05890 N-acetylmuramic acid 6-phosphate etherase	0.255432713591619
HER17_RS05895	HER17_RS05895	acid phosphatase AphA	HER17_RS05895 acid phosphatase AphA	0.219320988746033
HER17_RS05905	HER17_RS05905	membrane-bound lytic murein transglycosylase MltF	HER17_RS05905 membrane-bound lytic murein transglycosylase MltF	0.0708998618354231
HER17_RS05910	HER17_RS05910	phosphoribosylformylglycinamidine synthase	HER17_RS05910 phosphoribosylformylglycinamidine synthase	-0.130073358286108
HER17_RS05915	HER17_RS05915	HAMP domain-containing histidine kinase	HER17_RS05915 HAMP domain-containing histidine kinase	-0.0774703588835026
HER17_RS05920	HER17_RS05920	two-component system QseEF-associated lipoprotein QseG	HER17_RS05920 two-component system QseEF-associated lipoprotein QseG	-0.111961278560591
HER17_RS05925	HER17_RS05925	two-component system response regulator GlrR	HER17_RS05925 two-component system response regulator GlrR	-0.306269639720172
HER17_RS05930	HER17_RS05930	nitrogen regulatory protein P-II	HER17_RS05930 nitrogen regulatory protein P-II	-0.715905355169872
HER17_RS05935	HER17_RS05935	pectinesterase A	HER17_RS05935 pectinesterase A	0.0194721345287006
HER17_RS05940	HER17_RS05940	rhamnogalacturonan acetylesterase	HER17_RS05940 rhamnogalacturonan acetylesterase	0.0041896174631666
HER17_RS05945	HER17_RS05945	NO-inducible flavohemoprotein	HER17_RS05945 NO-inducible flavohemoprotein	0.141395008278926
HER17_RS05955	HER17_RS05955	3-phenylpropionate MFS transporter	HER17_RS05955 3-phenylpropionate MFS transporter	-0.157691497257251
HER17_RS05960	HER17_RS05960	DUF1007 family protein	HER17_RS05960 DUF1007 family protein	0.0638065733632399
HER17_RS05965	HER17_RS05965	nickel/cobalt transporter	HER17_RS05965 nickel/cobalt transporter	0.136772286466613
HER17_RS05970	HER17_RS05970	ABC transporter substrate-binding protein	HER17_RS05970 ABC transporter substrate-binding protein	-0.0974908626637778
HER17_RS05975	HER17_RS05975	MCP four helix bundle domain-containing protein	HER17_RS05975 MCP four helix bundle domain-containing protein	-0.0311637332726873
HER17_RS05980	HER17_RS05980	hypothetical protein	HER17_RS05980 hypothetical protein	-0.0347068048215844
HER17_RS05985	HER17_RS05985	ABC transporter ATP-binding protein	HER17_RS05985 ABC transporter ATP-binding protein	-0.0256141545858053
HER17_RS05990	HER17_RS05990	iron chelate uptake ABC transporter family permease subunit	HER17_RS05990 iron chelate uptake ABC transporter family permease subunit	0.0734850205901815
HER17_RS05995	HER17_RS05995	ABC transporter substrate-binding protein	HER17_RS05995 ABC transporter substrate-binding protein	-0.0678289517010129
HER17_RS06005	HER17_RS06005	tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ	HER17_RS06005 tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ	-0.154536180875814
HER17_RS06020	HER17_RS06020	Fe-S cluster assembly scaffold IscU	HER17_RS06020 Fe-S cluster assembly scaffold IscU	0.536123875352377
HER17_RS06025	HER17_RS06025	iron-sulfur cluster assembly protein IscA	HER17_RS06025 iron-sulfur cluster assembly protein IscA	-0.389197586368465
HER17_RS06030	HER17_RS06030	co-chaperone HscB	HER17_RS06030 co-chaperone HscB	-0.149305312709852
HER17_RS06035	HER17_RS06035	Fe-S protein assembly chaperone HscA	HER17_RS06035 Fe-S protein assembly chaperone HscA	-0.094422355489576
HER17_RS06050	HER17_RS06050	aminopeptidase PepB	HER17_RS06050 aminopeptidase PepB	0.356063959016006
HER17_RS06055	HER17_RS06055	enhanced serine sensitivity protein SseB	HER17_RS06055 enhanced serine sensitivity protein SseB	0.092350349737878
HER17_RS06060	HER17_RS06060	MurR/RpiR family transcriptional regulator	HER17_RS06060 MurR/RpiR family transcriptional regulator	-0.175975657474799
HER17_RS06065	HER17_RS06065	3-mercaptopyruvate sulfurtransferase	HER17_RS06065 3-mercaptopyruvate sulfurtransferase	0.139047258613569
HER17_RS06070	HER17_RS06070	6-phospho-alpha-glucosidase	HER17_RS06070 6-phospho-alpha-glucosidase	0.00574179809327258
HER17_RS06075	HER17_RS06075	PTS transporter subunit EIIC	HER17_RS06075 PTS transporter subunit EIIC	0.293041270181306
HER17_RS06080	HER17_RS06080	nucleoside-diphosphate kinase	HER17_RS06080 nucleoside-diphosphate kinase	-0.303306039496491
HER17_RS06085	HER17_RS06085	bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN	HER17_RS06085 bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN	-0.112008967447313
HER17_RS06090	HER17_RS06090	type IV pilus biogenesis/stability protein PilW	HER17_RS06090 type IV pilus biogenesis/stability protein PilW	0.0341919074411154
HER17_RS06110	HER17_RS06110	YfgM family protein	HER17_RS06110 YfgM family protein	-0.275878462036762
HER17_RS06115	HER17_RS06115	outer membrane protein assembly factor BamB	HER17_RS06115 outer membrane protein assembly factor BamB	0.229798970559397
HER17_RS06125	HER17_RS06125	AEC family transporter	HER17_RS06125 AEC family transporter	-0.136819471110066
HER17_RS06130	HER17_RS06130	cupin domain-containing protein	HER17_RS06130 cupin domain-containing protein	0.0899601975404124
HER17_RS06135	HER17_RS06135	zinc ribbon domain-containing protein	HER17_RS06135 zinc ribbon domain-containing protein	0.0678135357080634
HER17_RS06140	HER17_RS06140	hypothetical protein	HER17_RS06140 hypothetical protein	0.231398138823774
HER17_RS06145	HER17_RS06145	peptidase M4 family protein	HER17_RS06145 peptidase M4 family protein	0.103709486308596
HER17_RS06150	HER17_RS06150	exodeoxyribonuclease VII large subunit	HER17_RS06150 exodeoxyribonuclease VII large subunit	-0.155539567041556
HER17_RS06155	HER17_RS06155	IMP dehydrogenase	HER17_RS06155 IMP dehydrogenase	-0.782497195483418
HER17_RS06165	HER17_RS06165	RES family NAD+ phosphorylase	HER17_RS06165 RES family NAD+ phosphorylase	0.140483577490259
HER17_RS06170	HER17_RS06170	IS4 family transposase	HER17_RS06170 IS4 family transposase	0.0485245431942929
HER17_RS06175	HER17_RS06175	hypothetical protein	HER17_RS06175 hypothetical protein	-0.373501876709413
HER17_RS06180	HER17_RS06180	hypothetical protein	HER17_RS06180 hypothetical protein	0.0574211975910028
HER17_RS06190	HER17_RS06190	helix-turn-helix domain-containing protein	HER17_RS06190 helix-turn-helix domain-containing protein	0.340805907995785
HER17_RS06195	HER17_RS06195	alpha/beta hydrolase	HER17_RS06195 alpha/beta hydrolase	-0.0311883057818261
HER17_RS06200	HER17_RS06200	FMN-dependent NADH-azoreductase	HER17_RS06200 FMN-dependent NADH-azoreductase	-0.0301300361854413
HER17_RS06210	HER17_RS06210	discoidin domain-containing protein	HER17_RS06210 discoidin domain-containing protein	-0.00750519286014106
HER17_RS06215	HER17_RS06215	hypothetical protein	HER17_RS06215 hypothetical protein	-0.686551897415731
HER17_RS06220	HER17_RS06220	linear amide C-N hydrolase	HER17_RS06220 linear amide C-N hydrolase	0.0312109193222196
HER17_RS06225	HER17_RS06225	DUF3750 domain-containing protein	HER17_RS06225 DUF3750 domain-containing protein	0.0566885519167004
HER17_RS06230	HER17_RS06230	LysR family transcriptional regulator	HER17_RS06230 LysR family transcriptional regulator	0.178014048765444
HER17_RS06235	HER17_RS06235	VOC family protein	HER17_RS06235 VOC family protein	-0.311899888331523
HER17_RS06240	HER17_RS06240	sulfite exporter TauE/SafE family protein	HER17_RS06240 sulfite exporter TauE/SafE family protein	0.018023582810643
HER17_RS06245	HER17_RS06245	hypothetical protein	HER17_RS06245 hypothetical protein	0.0933786586481057
HER17_RS06250	HER17_RS06250	GGDEF domain-containing protein	HER17_RS06250 GGDEF domain-containing protein	-0.119271739690253
HER17_RS06255	HER17_RS06255	NAD(P)-dependent alcohol dehydrogenase	HER17_RS06255 NAD(P)-dependent alcohol dehydrogenase	-0.116497036267634
HER17_RS06260	HER17_RS06260	hydroxyethylthiazole kinase	HER17_RS06260 hydroxyethylthiazole kinase	0.463154149369159
HER17_RS06265	HER17_RS06265	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	HER17_RS06265 bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	-0.0832962307807683
HER17_RS06270	HER17_RS06270	phosphate-starvation-inducible protein PsiE	HER17_RS06270 phosphate-starvation-inducible protein PsiE	-0.0412499593147229
HER17_RS06275	HER17_RS06275	lipid kinase YegS	HER17_RS06275 lipid kinase YegS	0.373349199985694
HER17_RS06280	HER17_RS06280	tRNA 5-hydroxyuridine modification protein YegQ	HER17_RS06280 tRNA 5-hydroxyuridine modification protein YegQ	-0.0468234527935576
HER17_RS06285	HER17_RS06285	glutathione S-transferase family protein	HER17_RS06285 glutathione S-transferase family protein	0.0362590692020517
HER17_RS06290	HER17_RS06290	GNAT family N-acetyltransferase	HER17_RS06290 GNAT family N-acetyltransferase	0.28485286635553
HER17_RS06295	HER17_RS06295	Vat family streptogramin A O-acetyltransferase	HER17_RS06295 Vat family streptogramin A O-acetyltransferase	-0.264859181895864
HER17_RS06300	HER17_RS06300	two-component system response regulator BaeR	HER17_RS06300 two-component system response regulator BaeR	0.142539143799098
HER17_RS06305	HER17_RS06305	two-component system sensor histidine kinase BaeS	HER17_RS06305 two-component system sensor histidine kinase BaeS	-0.124964623559428
HER17_RS06310	HER17_RS06310	multidrug transporter subunit MdtD	HER17_RS06310 multidrug transporter subunit MdtD	0.119573497316254
HER17_RS06315	HER17_RS06315	multidrug efflux RND transporter permease subunit MdtC	HER17_RS06315 multidrug efflux RND transporter permease subunit MdtC	-0.0371751817383565
HER17_RS06320	HER17_RS06320	MdtB/MuxB family multidrug efflux RND transporter permease subunit	HER17_RS06320 MdtB/MuxB family multidrug efflux RND transporter permease subunit	0.186362324692508
HER17_RS06325	HER17_RS06325	MdtA/MuxA family multidrug efflux RND transporter periplasmic adaptor subunit	HER17_RS06325 MdtA/MuxA family multidrug efflux RND transporter periplasmic adaptor subunit	0.046709329577439
HER17_RS06330	HER17_RS06330	NupC/NupG family nucleoside CNT transporter	HER17_RS06330 NupC/NupG family nucleoside CNT transporter	0.185292315715773
HER17_RS06335	HER17_RS06335	aldo/keto reductase	HER17_RS06335 aldo/keto reductase	-0.0830204731336159
HER17_RS06340	HER17_RS06340	PTS transporter subunit EIIB	HER17_RS06340 PTS transporter subunit EIIB	0.319580956727915
HER17_RS06345	HER17_RS06345	beta-galactosidase	HER17_RS06345 beta-galactosidase	-0.00408933370501785
HER17_RS06350	HER17_RS06350	arabinogalactan endo-beta-1,4-galactanase	HER17_RS06350 arabinogalactan endo-beta-1,4-galactanase	0.0156604558614015
HER17_RS06355	HER17_RS06355	sugar ABC transporter permease	HER17_RS06355 sugar ABC transporter permease	-0.00236945106547437
HER17_RS06360	HER17_RS06360	sugar ABC transporter permease	HER17_RS06360 sugar ABC transporter permease	0.109986247796082
HER17_RS06365	HER17_RS06365	extracellular solute-binding protein	HER17_RS06365 extracellular solute-binding protein	0.298591159290937
HER17_RS06370	HER17_RS06370	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	HER17_RS06370 sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	0.30987459385531
HER17_RS06375	HER17_RS06375	maltoporin	HER17_RS06375 maltoporin	0.0041896174631666
HER17_RS06380	HER17_RS06380	HTH-type transcriptional regulator GalR	HER17_RS06380 HTH-type transcriptional regulator GalR	-0.495418357759496
HER17_RS06385	HER17_RS06385	galactose-1-phosphate uridylyltransferase	HER17_RS06385 galactose-1-phosphate uridylyltransferase	-0.105807266808342
HER17_RS06390	HER17_RS06390	galactokinase	HER17_RS06390 galactokinase	0.217946514552592
HER17_RS06395	HER17_RS06395	magnesium transporter	HER17_RS06395 magnesium transporter	0.125200020671532
HER17_RS06405	HER17_RS06405	organic hydroperoxide resistance protein	HER17_RS06405 organic hydroperoxide resistance protein	0.309820610970981
HER17_RS06410	HER17_RS06410	DUF2633 family protein	HER17_RS06410 DUF2633 family protein	-0.684340859659044
HER17_RS06415	HER17_RS06415	YjfB family protein	HER17_RS06415 YjfB family protein	-0.482107754451601
HER17_RS06420	HER17_RS06420	exopolyphosphatase	HER17_RS06420 exopolyphosphatase	0.0919934281906802
HER17_RS06425	HER17_RS06425	polyphosphate kinase 1	HER17_RS06425 polyphosphate kinase 1	-0.0985200606264931
HER17_RS06430	HER17_RS06430	ABC transporter permease subunit	HER17_RS06430 ABC transporter permease subunit	0.185465225950823
HER17_RS06435	HER17_RS06435	phosphate ABC transporter permease PstA	HER17_RS06435 phosphate ABC transporter permease PstA	0.0217388752547916
HER17_RS06440	HER17_RS06440	phosphate ABC transporter ATP-binding protein	HER17_RS06440 phosphate ABC transporter ATP-binding protein	-0.234954695767542
